id,name,type,lat,lon,speciality,street,locality,city,state,district,postcode,phone,website,opening_hours,amenity,healthcare,address_full
7086092361.0,Sulochan Eye Clinic,node,18.9879919,73.1123574,,,,,Maharashtra,Raigarh,410206,,,,clinic,,"B/3, Agarwal Banthia Complex, Near Shivaji Statue, Panvel"
7086092371.0,Shree Mahalaxmi Nursing Home,node,16.6698757,74.2228349,,,,,Maharashtra,Kolhapur,416002,,,,clinic,clinic,"Hanuman Nagar , Behind Iti, Panchgaon Road"
7086092378.0,"Sayali Nursing Home, Pune",node,18.488122,73.8190008,,,,,Maharashtra,Pune,411023,,,,clinic,,"Nda Road, Uttamnagar"
7086092383.0,Dr. Sandeep S. Nagvekar,node,19.078892,72.8370407,,,,,Maharashtra,Mumbai,400054,,,,doctors,doctor,Ophthalmic Surgeon And Contact Lens Consultant
7086149989.0,Dr. Bhawsar Nursing Home,node,20.0081242,73.7845056,,,,,Maharashtra,Nashik,422006,,,,clinic,,"Ashok Stambha, Jayaramkrushan Sankul"
7086283499.0,Al-Razi Nursing Home,node,19.3126685,73.0707872,,,,,Maharashtra,Thane,421302,,,,clinic,,"Nashik Rd, Millat Nagar, Avachit Pada, Bhiwandi"
7086283523.0,"Sanjeevani Nursing Home, Solapur",node,18.2281387,75.68624,,,,,Maharashtra,Solapur,413401,,,,clinic,,"Siddheshwar Nagar, Barshi"
7086409763.0,Parijat Child Health Clinic,node,19.2356869,72.8663693,,,,,Maharashtra,Mumbai,400066,,,,clinic,,"Shrikrishna Nagar, Near Post Office,Borivli East"
7086409773.0,New Life Clinic & Hijama Center,node,19.051972,72.9268418,,,,,Maharashtra,Mumbai,400043,,,,clinic,,"Lallubhai Compount, Mankhurd"
7086409776.0,"CGHS Dispensary No.14, Vakola",node,19.0834763,72.857239,,,,,Maharashtra,Mumbai,400055,,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,,clinic,centre,"PandT Colony, Vakola"
7086409781.0,Sunjeevan Nursing Home,node,18.1443346,74.5762575,,,,,Maharashtra,Pune,413102,,,,clinic,,"Subhash Chouk, Burud Galli Baramati"
7086499129.0,Pandit Clinic,node,18.5232989,73.8496108,,,,,Maharashtra,Pune,411005,,,,clinic,clinic,"Kamal 2nd Floor, 1306 Shivajinagar, Behind Bank Of Baroda"
7086516366.0,"Aditya Eye Clinic, Kandivali",node,19.204755,72.8464901,,,,,Maharashtra,Mumbai,400067,,,,clinic,,"1, Ronik Apartments, Sai Nagar Junction, M.G. Road, Kandivali (E)"
7086516381.0,Nirmal Clinic,node,18.9980415,72.8186139,,,,,Maharashtra,Mumbai,400018,,,,clinic,,"395-A G.K. Marg, Worli"
7086516382.0,"Vimal Nursing Home, Jalgaon",node,21.0102859,75.5505605,,,,,Maharashtra,Jalgaon,425001,,,,clinic,,Jalgaon
7086558499.0,Dr. Sachin J Shah,node,20.2033333,73.8312618,,,,,Maharashtra,Nashik,422008,,,,doctors,,"Janki Sankul, Old Kalwan Road, Dindori"
7086576997.0,Zaveri Eye Clinic,node,19.0739565,72.9997462,,,,,Maharashtra,Mumbai,400703,,,,clinic,,"415, JK Chambers, 4Th Floor, Next To Golden Punjab Restaurant, Sector 17, Vashi, Navi Mumbai"
7086762794.0,"Suraj Clinic, Mumbai",node,19.0844262,72.883626,,,,,Maharashtra,Mumbai,400070,,,,clinic,,"Nitingale Co-Op Hsg Society, 1st Floor, L.B.S. Marg , Near State Bank Of India, Kamani , Kurla (W)"
7086786149.0,Dr Kiran Katar Clinic,node,19.0238089,72.8378642,,,,,Maharashtra,Mumbai,400001,,,,clinic,clinic,Mumbai
7086910751.0,Swayam Clinic Pvt. Ltd.,node,18.5076152,73.8760802,,,,,Maharashtra,Pune,411001,,,,clinic,clinic,"No. 742/A, Dinshaw Apts,Bhawani Peth"
7087002893.0,Veena Clinic,node,19.1084865,72.8622367,,,,,Maharashtra,Mumbai,400099,,,,clinic,clinic,"59, Harishchandra Apartment, Tarunbharat Society, Chakala, Andheri(E)"
7087131446.0,Deccan Fertility Clinic and Keyhole Surgery Center,node,19.0249236,72.83957,,,,,Maharashtra,Mumbai,400028,,,,clinic,clinic,"Flat No-01,Shankar Niwas,Plot No-117,Shivaji Park Lane No-03,Opp Sena Bhawan,Shiva Ji Park"
7087131458.0,Shree Sai Nursing Home,node,19.4455923,72.7981044,,,,,Maharashtra,Thane,401303,,,,clinic,,"Charbhuja Apartment, 1st Floor, Infront Of Disha Hotel, Bolinj Road Virar(West)"
7087131475.0,Shreepal Netralaya,node,19.4517647,72.8076276,,,,,Maharashtra,Thane,401303,,,,clinic,,"120/132/133/135, Shreepal Shopping Centre, Raja Chhatrapati Shivaji Road , Virar West"
7087131477.0,Sanjeevani Nursing Home,node,19.0861593,72.9059494,,,,,Maharashtra,Mumbai,400086,,,,clinic,,"Rangwala Appt, 1st Flr, Mahatma Gandhi Road , Opp Bank Of India, Ghatkopar W)"
7087209689.0,Amruta Maternity and Surgical Nursing Home,node,19.1494599,72.9329149,,,,,Maharashtra,Mumbai,400078,,,,clinic,,"Mahadeo Appt., Off. Jangal Mangal Road , Behind Abhyudaya Bank, Bhandup (W)"
7087209703.0,Ojas Ent and Dental Clinic,node,18.1210564,75.0257917,,,,,Maharashtra,Pune,413106,,,,clinic,,"Padasthal Road, Indapur"
7087491704.0,Central India Institute of Haematology & Oncology,node,21.1349253,79.0795691,,,,,Maharashtra,Nagpur,440012,,,,clinic,clinic,"Abhyankar Road, Balraj Road Junction"
7087491733.0,"CGHS Sub-Dispensary, Juhu",node,19.084423,72.8318882,,,,,Maharashtra,Mumbai,400057,,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,,clinic,centre,"Aerodrome, Opposite Nanavati Hospital, Juhu"
7087491738.0,Dr. Ravi's Clinic Nursing Home and New Born Centre,node,19.226542,72.969574,,,,,Maharashtra,Thane,400610,,,,clinic,clinic,"Internal Lokpuram Road, Pokhran Road, Thane (W)"
7087491751.0,Dhamankar Hospital,node,18.6467382,72.876144,,,,,Maharashtra,Raigarh,402201,,,,clinic,,"Shreebag No.3, Alibag"
7087491769.0,"Shiv Nursing Home, Yavatmal",node,20.3848807,78.127749,,,,,Maharashtra,Yavatmal,445001,,,,clinic,,Veer Wamanrao Chowk
7087636853.0,Mokashi Nursing Home,node,19.1916928,72.9744369,,,,,Maharashtra,Thane,400602,,,,clinic,clinic,"Dr. Moose Road,Talaopali."
7087636854.0,Laud Clinic,node,19.0206094,72.8486473,,,,,Maharashtra,Mumbai,400014,,,,clinic,,"180, Saraswati Nilayam , 180 , Hindu Colony , Dadar ( East )"
7169085289.0,Dr. Vaibhav Shah! Cosmetic Surgery & Hair Transplant,node,19.2280657,72.8577955,Cosmetic_Surgeon;Hair_Transplant;Dermal_Filler,"Road No. 1, near Kasturba Police station, Kasturba, Borivali (East)",,Mumbai,Maharashtra,Mumbai Suburban,400066,+91 84510 68031,https://drvaibhavshahclinic.com/,Mo-Sa 10:00-21:00,doctors,doctor,
7197343078.0,Rainbow Children’s Clinic & Vaccination Centre,node,18.6238654,73.7325133,paediatrics,"Kate Wasti, Punawale",,Pune,,,411033,,,,doctors,doctor,
7206357770.0,Municipality Clinic,node,18.9637556,72.8306024,general,B Virani Marg (Hazaria Street),,Mumbai,,,400008,,,,clinic,clinic,
7207893889.0,Tibbia Hospital,node,18.966675,72.8284384,general,"Duncan Road, Dalal Estate, Kamathipura",,Mumbai,,,400008,,,,hospital,clinic,
7210844839.0,Mamta Hospital,node,16.6949946,74.2306374,,,,,Maharashtra,Kolhapur,416002,,,,clinic,,"Raviwar Peth, Near MSEB Office, Kolhapur"
7223790985.0,Drishti Eye Clinic,node,21.1071505,79.1201409,,,,,,,,,,,clinic,clinic,
7225067119.0,"BARC CHSS Dispensary, Dombivali, Thakurwadi",node,19.224444,73.078455,,,,,Maharashtra,Thane,421202,,,,clinic,centre,"Thakurwadi, Kalu Nagar, Dombivli West"
7225067123.0,Kidwai Nagr health Post & Dispensary,node,19.010872,72.8536872,,,,,Maharashtra,Mumbai,400031,,,,clinic,centre,"Rafi Ahmad Kidwai Road, Near Post Office, Wadala Mumbai"
7225067134.0,Piwala Bungalow Dispensary,node,19.047686,72.855553,,,,,Maharashtra,Mumbai,400017,,,,clinic,centre,"Dharavi Main Road, Near kannadi Chawl Mun. U.P. Tamil School, Dharavi"
7225067147.0,Abhyudaya Nagar Dispensary,node,18.9909227,72.8462289,,,,,Maharashtra,Mumbai,400033,,,,clinic,centre,"13, Abhyudaya Nagar Rd, Jijamata Nagar, Dock Labour Colony, Abhyudaya Nagar"
7225067203.0,"Sambhaji Nagar, Dispensary",node,19.1143593,72.8465969,,,,,Maharashtra,Mumbai,400059,,,,clinic,centre,"Sambhaji Nagar Dispensary, Thakkar Bekri, Vileparle (E)"
7225067244.0,Kamgar Nagar Health Post and Qureshi Nagar Dispensary,node,19.060045,72.876898,,,,,Maharashtra,Mumbai,400024,,,,clinic,centre,"Qureshi Nagar Municipal Dispensary, Near Urdu Municipal School Qureshi Nagar, Muftie Azam Road, Kurla East"
7225067276.0,Dhanukar Wadi Dispensary,node,19.207197,72.837984,,,,,Maharashtra,Mumbai,400067,,,,clinic,centre,"Kandivali, Pushp Heritage, Dahanukar Wadi, Kandivali West"
7226635950.0,PHC Dolkhamb,node,19.4894786,73.5834775,,,,,Maharashtra,Thane,421601,,,,clinic,centre,"Shri Swami Samarth Mandir, Dolkhamb"
7226636055.0,Government ZP Hospital KDMC DISPENSARY,node,19.298206,73.202575,,,,,Maharashtra,Thane,421605,,,,clinic,centre,Near Siddheshwar Hospital
7226642395.0,PHC Golwan,node,16.1369449,73.5819078,,,,,Maharashtra,Sindhudurg,416604,,,,clinic,centre,Near Golwan Gram Panchayat
7226727300.0,PCMC-Walhekarwadi Dispensary,node,18.6342079,73.7586992,,,,,Maharashtra,Pune,411033,,,,clinic,centre,"Guru Dutta Road, Near Shri Guru Dutta Mandir, Nigdi"
7226727303.0,PCMC-Punawle Dispensary,node,18.6377173,73.744722,,,,,Maharashtra,Pune,411033,,,,clinic,centre,"Tathawade Road, Near Post Office, Punawale"
7226727313.0,PCMC-Moshi Dispensary,node,18.676158,73.8499,,,,,Maharashtra,Pune,412105,,,,clinic,centre,"Dehu-Alandi Road, Near Post Office, Moshi"
7226727360.0,PCMC-Dapodi Dispensary,node,18.580541,73.827358,,,,,Maharashtra,Pune,411012,,,,clinic,centre,"Near Sambhaji Chowk, Dapodi"
7226727363.0,Walpakhadi Municipal Dispensary,node,18.963306,72.837947,,,,,Maharashtra,Mumbai,400009,,,,clinic,centre,"Walpakhdi Municipal Dispensary, Mavji Rathod Road, Noor Baug, Dongari"
7226727375.0,pcmc-nursing home,node,18.657008,73.722525,,,,,Maharashtra,Pune,412101,,,24/7,clinic,centre,"Kiwale Road, Near Post Office, Kiwale"
7226727399.0,Gaurabai Dispensary,node,18.965653,72.827878,,,,,Maharashtra,Mumbai,400007,,,,clinic,centre,"Guarabai Municipal Dispensary Ground Floor, Mumbai Central East"
7226727406.0,PCMC-Bijalinagar Dispensary,node,18.641322,73.774199,,,,,Maharashtra,Pune,411033,,,,clinic,centre,"Giriraj Complex Road, Near MSEB Testing Office, Akrudi"
7226727429.0,PCMC-Phugewadi Dispensary,node,18.587744,73.832099,,,,,Maharashtra,Pune,411012,,,,clinic,centre,"Mumbai-Pandharpur Road, Near Talathi Office, Phugewadi"
7226727439.0,PCMC-Nehrunagar Dispensary,node,18.632239,73.821168,,,,,Maharashtra,Pune,411018,,,,clinic,centre,"Ambedkar Nagar, Near PCMC Water Tank, Pimpri-Chinchwad"
7226727450.0,PCMC-Mhetrewasti Dispensary,node,18.669473,73.793533,,,,,Maharashtra,Pune,412114,,,,clinic,centre,"K Mahadev Gopal Shivarkar Road, Near Police Station, Mhetrewasti"
7226727463.0,PCMC-Pimple Gurav Dispensary,node,18.591247,73.818583,,,,,Maharashtra,Pune,411061,,,,clinic,centre,"Sahadu Kashid Road, Near NABARD Financial Services Ltd, Pune"
7226796610.0,Telankhedi Ayurvedic Dispensary,node,21.1441622,79.0527777,,,,,Maharashtra,Nagpur,440033,,,,clinic,centre,Telangkhedi
7226796640.0,Gaddigodam Dispensary,node,21.161297,79.083725,,,,,Maharashtra,Nagpur,440001,,,,clinic,centre,"Gaddigodam Dispensary, Near Golli Bazaar, Gaddigodam Chowk, Mohan Nagar"
7229312391.0,"Unani Dispencery, Aurangabad",node,19.8887137,75.3266093,,,,,Maharashtra,Aurangabad,431010,,,,clinic,centre,Aurangabad
7229312412.0,"E S I C Dispensary, Kotwalpura",node,19.8841299,75.3202078,,,,,Maharashtra,Aurangabad,431001,,,,clinic,centre,"Near Phataelogoy Lab, Khadkeshwar Mandi Road, Kotwalpura"
7229411003.0,"Urban Health Centre, Nashik",node,20.007559,73.776706,general,,,NASHIK,Maharashtra,Nashik,422005,,,,,clinic,"Redcross signal, Ravivar karanja, Vakilwadi"
7565260156.0,Dr. Abbas F. Merchant,node,18.9653858,72.8302467,general;paediatrics,Dimtimakar Road,,Mumbai,,,400008,,,,doctors,doctor,
7625491631.0,Bhavya Homeo Clinic,node,21.4547061,80.2000465,,,,,Maharastra,Gondia,441601,,,,clinic,,"Gandhi Ward, Bajaj Nagar, Gondia"
7625491632.0,Radiance Dental Clinic,node,21.4529666,80.1967412,,,,,Maharastra,Gondia,441601,,,,clinic,,"Ganesh Nagar, Gondia"
7625491636.0,Sadguru Kabir Clinic,node,21.4540877,80.2029331,,,,,Maharastra,Gondia,441601,,,,clinic,,"Near Gajanan Mandir, Govindpur Road, Old Gondia, Gondia"
7625491637.0,Dr. Amit Sabu,node,21.475617,80.229254,,,,,Maharastra,Gondia,441601,,,,doctors,,Barbaspura
7625491642.0,Shrote Clinic,node,21.46409,80.185911,,,,,Maharastra,Gondia,441614,,,,clinic,,"T B Toli, Kumbhare Nagar, Ramnagar, Gondia"
7625491647.0,Asatis Zindagi Clinic,node,21.4420857,80.1930066,,,,,Maharastra,Gondia,441601,,,,clinic,,"Sales Tax Colony, Gondia"
7625491650.0,Dr. Kishore Taram Medical Clinic,node,20.1819021,80.011362,,,,,Maharastra,Gadchiroli,442605,,,,clinic,,"Ramnagar, Gadchiroli"
7625491653.0,Dr. Kowachi Hemant kumar,node,20.1839202,79.9904485,,,,,Maharastra,Gadchiroli,442605,,,,doctors,doctor,"Revenue Colony, Aheri"
7625491654.0,Vaishnavi Physiotherapy Clinic,node,21.455904,80.198065,,,,,Maharastra,Gondia,441601,,,,clinic,,"Bajaj Nagar, Gondia"
7625491660.0,Dr. Amol Jambhulkar,node,21.4755794,80.1839667,,,,,Maharastra,Gondia,441614,,,,doctors,,"Professor Colony, Gondia"
7625491670.0,Dr. Kowe Multispeciality Dental Clinic,node,20.1833956,80.0060482,,,,,Maharastra,Gadchiroli,442605,,,,clinic,,"Chamorshi Road, Ramnagar, Gadchiroli"
7625491672.0,I Care Clinic,node,21.4638887,80.1912353,,,,,Maharastra,Gondia,441614,,,,clinic,,"Rail Toly, Gondia"
7625491676.0,Starline Children's Clinic,node,20.1845857,80.0047892,,,,,Maharastra,Gadchiroli,442605,,,,clinic,,"Chamorshi Road, Rampuri, Gadchiroli"
7625491679.0,Dr. Sangrame Clinic,node,21.4526246,80.1787565,,,,,Maharastra,Gondia,441601,,,,clinic,,"Goutam Nagar, Bajpai Ward, Shrinagar, Gondia"
7625491688.0,Sawli Clinic,node,21.423339,80.2343312,,,,,Maharastra,Gondia,441601,,,,clinic,,"Khamari, Gondia"
7625491690.0,Sparsh Skin Clinic,node,21.457037,80.1999804,,,,,Maharastra,Gondia,441601,,,,clinic,,"Bajaj Nagar, Gondia"
7625491694.0,Dr. G.S. Turkar Clinic,node,21.4510339,80.1979953,,,,,Maharastra,Gondia,441601,,,,clinic,,"Near TV Centre, Ashok Colony, Ganesh Nagar, Gondia"
7625491697.0,Cosmoderm Clinic,node,21.4571237,80.1951488,,,,,Maharastra,Gondia,441601,,,,clinic,,"Vithal Nagar, Sindhi Colony, Gondia"
7625491698.0,Dr. Bodele Multi Speciality Dental Clinic,node,20.1846245,80.0048797,,,,,Maharastra,Gadchiroli,442605,,,,clinic,,"Rampuri, Gadchiroli"
7625491699.0,Sparsh Physiotherapy Clinic,node,20.1847608,80.0047843,,,,,Maharastra,Gadchiroli,442605,,,,clinic,,"Opposite to Channawar Medical, Chamorshi Road, Shaik Building, Gadchiroli"
7625613197.0,Ramkrishna Clinic,node,19.9671636,79.3119014,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Bengali Camp, Shastri Nagar, Tukum, Chandrapur"
7625613198.0,Madhavbaug Clinic,node,19.9829012,79.3009017,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Tukodoji Nagar, Near S. T. Workshop Square, Tukum, Chandrapur"
7625613202.0,Syed Clinic,node,19.930534,79.319723,,,,,Maharastra,Chandrapur,442403,,,,clinic,,"Junona Road, Sai Baba Mandir, Babupeth, Chandrapur"
7625613203.0,Wasade Clinic,node,19.9618017,79.3018573,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Milk Dairy Road, Near LIC Office, Chauhan Colony, Chandrapur"
7625613205.0,Dr. Nakshane Clinic,node,19.935594,79.3136928,,,,,Maharastra,Chandrapur,442403,,,,clinic,,"Babupeth, Chandrapur"
7625613211.0,Dr. M. M. Atram Medical Clinic,node,20.005534,79.3013412,,,,,Maharastra,Chandrapur,442404,,,,clinic,,"Tadoba Road, Near Ambedkar Chowk, Durgapur, Chandrapur"
7625613214.0,Dr. Mohurle Clinic,node,19.9727373,79.2994831,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Shivaji Nagar, D.G.Tukum, Jairaj Nagar, Tukum, Chandrapur"
7625613217.0,Dr. Tagade Physiotherapy Clinic,node,20.0567253,79.6630214,,,,,Maharastra,Chandrapur,441224,,,,clinic,,"Maroda Railway Station Road, Mul Chandrapur"
7625613220.0,Uttarwar Clinic,node,19.9732036,79.2992358,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Chandrapur - Durgapur Road, Jairaj Nagar, Nirman Nagar, Tukum, Chandrapur"
7625613221.0,Al-Shifa Clinic,node,19.9750536,79.328482,,,,,Maharastra,Chandrapur,442402,,,,clinic,,"Shri Khushal Medical, Sanjay Nagar, Mul Road"
7625613233.0,Sadguru Clinic,node,19.9722058,79.3221269,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Indira Nagar Railway Crossing, Chandrapur"
7625613239.0,Nirmal Clinic,node,19.7742421,79.1359897,,,,,Maharastra,Chandrapur,442917,,,,clinic,,Nanda Fata
7625613241.0,Abhilasha Clinic,node,20.005794,79.301743,,,,,Maharastra,Chandrapur,442404,,,,clinic,,"Near CDCC Bank, Durgapur, Chandrapur"
7625613243.0,Reshma Clinic,node,19.9322383,79.3173875,,,,,Maharastra,Chandrapur,442403,,,,clinic,,"Maratha Chowk, Babupeth, Chandrapur"
7625613244.0,Kritika Homoeopathy Clinic,node,19.974607,79.324149,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Mul Road, Krishna Nagar, Chandrapur"
7625613245.0,Durge Dental Clinic,node,20.067804,79.676702,,,,,Maharastra,Chandrapur,441224,,,,clinic,,Mul
7625613254.0,Devyani Clinic,node,19.9825376,79.2995838,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Kalakunj, Near S.T. Workshop, D.G. Tukum, Tadoba Road, Chandrapur"
7625613257.0,Shri Sai Care Clinic,node,19.956339,79.296018,,,,,Maharastra,Chandrapur,442402,,,,clinic,,"Jatpura Road, Bazar Ward, Chandrapur"
7625613259.0,Sanjeevani Clinic,node,19.9992073,79.2478119,,,,,Maharastra,Chandrapur,442406,,,,clinic,,"Ghugus Naka, Yashwant Nagar, Chandrapur, SH-6, Wani Yavatmal Highway, Chandrapur"
7625613272.0,Shri Clinic,node,20.1901267,79.6857312,,,,,Maharastra,Chandrapur,441212,,,,clinic,,"Chandrapur - Mul - Nagbhir - Nagpur Highway, Rajoli"
7625613273.0,Shatayu Clinic,node,19.9733893,79.3213472,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Indira Nagar, Railway Crossing, Chandrapur"
7625613275.0,Shree Clinic,node,20.0676642,79.676264,,,,,Maharastra,Chandrapur,441224,,,,clinic,,"Somnath Road, Near Masjid, Mul, Chandrapur"
7625613276.0,Dr. Siraj Khan Homeopathic Clinic,node,19.9582817,79.2931357,,,,,Maharastra,Chandrapur,442402,,,,clinic,,"Naginabag Road, Jetpura Gate"
7625613280.0,Lodhe Clinic,node,19.9749751,79.29937,,,,,Maharastra,Chandrapur,442401,,,,clinic,,"Manohar Tower, Bhawani Chowk, Near Matoshri High School, Tukum, Chandrapur"
7625613285.0,Om Clinic,node,20.0052549,79.3014928,,,,,Maharastra,Chandrapur,442404,,,,clinic,,"Ambedkar Chowk, Tadoba Road, Durgapur, Chandrapur"
7626202167.0,Indrakshi Eye Care,node,21.1630605,79.6478549,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Takiya Word, Rajiv Gandhi Square, Bhandara"
7626202172.0,Shree Ram Multispeciality Dental Clinic,node,21.168517,79.656853,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Santaji Nagar, Bhandara"
7626202177.0,Dr. Kamlesh Makde,node,21.1663954,79.6559774,,,,,Maharastra,Bhandara,441904,,,,doctors,,"Santaji Nagar, Bhandara"
7626202179.0,Next Step Physiotherapy Clinic,node,21.1749933,79.6432681,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Khat Road, Rukhmini Nagar, Bhandara"
7626202184.0,Dr. Deepak Sharma,node,21.170627,79.6564975,,,,,Maharastra,Bhandara,441904,,,,doctors,,"Eye Clinic Gandhi Square, Santaji Nagar, Bhandara"
7626202204.0,Dr. Mukesh Tomar,node,21.168334,79.6568413,,,,,Maharastra,Bhandara,441904,,,,doctors,,"MH SH 271, Ram Nadir Ward, Santaji Nagar, Bhandara"
7626202220.0,Dr. Rahangdale,node,21.165851,79.6516809,,,,,Maharastra,Bhandara,441904,,,,doctors,,"MSEB Colony, Bhandara"
7626202223.0,Nabi Dental and Skin Care Clinic,node,21.0689734,79.8308258,,,,,Maharastra,Bhandara,441804,,,,clinic,,Lakhni
7626202224.0,Davekar Clinic,node,21.1701855,79.655644,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Madhav Nagar, Bhandara"
7626202225.0,Shree Datta Homoeopathic Clinic & Dispensary,node,20.0676107,77.9556422,,,,,Maharastra,Yavatmal,445103,,,,clinic,,"Shastri Nagar, Arni"
7626202226.0,Advanced Homeopatic Clinic,node,21.175042,79.6434477,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Khat Road, Kisan Nagar, Rukhmini Nagar, Bhandara"
7626202235.0,Nisarg Fracture and Skin Clinic,node,21.3770442,79.742795,,,,,Maharastra,Bhandara,441912,,,,clinic,,"Sai Colony, Tumsar"
7626202236.0,Shwas Clinic,node,21.1682565,79.6539478,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Mahal Road, Rajagopalachari Ward, Santaji Nagar, Bhandara"
7626202237.0,Dr. Bhupendra Wankhede Clinic,node,21.2564537,79.7260624,,,,,Maharastra,Bhandara,441905,,,,clinic,,"Near Gram Panchayat, Betala"
7626202238.0,Sai Clinic,node,20.066995,77.9525397,,,,,Maharastra,Yavatmal,445103,,,,clinic,,"Bus Stand, Shastri Nagar, Arni"
7626202247.0,Renuka Clinic,node,20.1483248,77.9592939,,,,,Maharastra,Yavatmal,445105,,,,clinic,,"Jawala, Yavatmal - Arni Road, Arni, Yavatmal"
7626202251.0,Dr. wywahare child Clinic,node,21.1724287,79.6530482,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Madhav Nagar, Bhandara"
7626202257.0,Dr. Shabbir Sheikh Skin Care Clinic,node,21.1639087,79.6544227,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Near Tata Indicash ATM, Post Office Road, Bhandara"
7626202259.0,"Cosmocare Skin, Beauty and Hair Clinic",node,21.156357,79.638623,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Vidya Nagar, Bhandara"
7626202264.0,Murlikanta Clinic,node,21.1645605,79.6542951,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Muslim Library Square, Santaji Nagar, Bhandara"
7626202268.0,Dr. Pankaj Yeole Skin Clinic,node,21.1668132,79.6565243,,,,,Maharastra,Bhandara,441904,,,,clinic,,"First Floor, Kamla House, Near Ram Mandir, Bhandara"
7626202272.0,Vishwamala Dental Clinic,node,21.160725,79.654854,,,,,Maharastra,Bhandara,441904,,,,clinic,,"MSEB Colony, Bhandara"
7626202273.0,Smile Dental Care,node,21.178749,79.659916,,,,,Maharastra,Bhandara,441904,,,,clinic,,"New Shastri Nagar, Gurunanak Ward, Near Dasra Ground"
7626202274.0,Dr. Kulkarni Clinic,node,21.174971,79.6558025,,,,,Maharastra,Bhandara,441904,,,,clinic,,"Madhav Nagar, Bhandara"
7626202278.0,Palvi Dental Clinic,node,21.1662586,79.6521014,,,,,Maharastra,Bhandara,441904,,,,clinic,,"MSEB Colony, Bhandara"
7626202279.0,Dr. Mukul Gosewade,node,21.1770965,79.646136,,,,,Maharastra,Bhandara,441906,,,,doctors,,"Vaishali Nagar, Rukhmini Nagar, Bhandara"
7626202280.0,Dr. Girhipunje Dental Clinic,node,21.1613857,79.6555578,,,,,Maharastra,Bhandara,441904,,,,clinic,clinic,"MSEB Colony, Bhandara"
7626202283.0,Dr. Satish Ghule Clinic,node,19.904079,77.559431,,,,,Maharastra,Yavatmal,445215,,,,clinic,,"Digras Pusad Road, Pusad, Yavatmal"
7628156065.0,Dr. Parate Clinic,node,21.252838,79.0807553,,,,,Maharastra,Nagpur,441111,,,,clinic,clinic,Nagpur
7628156067.0,Shrikrushna Clinic,node,21.290605,79.079901,,,,,Maharastra,Nagpur,441113,,,,clinic,,"Nagpur-Saoner Road, Dahegaon (Rangari)"
7628156073.0,Dr. Choubey Clinic,node,21.228413,79.235762,,,,,Maharastra,Nagpur,441404,,,,clinic,,"J N Road, Bharat, Swami Vivekanand Nagar, Kanhan"
7628156077.0,Atreya Clinic,node,21.440759,78.446432,,,,,Maharastra,Nagpur,441303,,,,clinic,,Khairgaon
7628156079.0,Chaitanya Clinic,node,20.918144,79.008564,,,,,Maharastra,Nagpur,441108,,,,clinic,,Butibori
7628156080.0,"Dr. Rajesh Pawde, Pulse Clinic & Hospital",node,21.393456,79.317917,,,,,Maharastra,Nagpur,441106,,,,clinic,,"Tilak Ward, Ramtek"
7628156082.0,Dr. D V Chandak Clinic,node,21.2709537,78.5858095,,,,,Maharastra,Nagpur,441302,,,,clinic,,"Nagpur, SH-247, Katol Sawargaon Road, Katol"
7628156086.0,Simna Clinic,node,21.2148692,79.1904067,,,,,Maharastra,Nagpur,441001,,,,clinic,clinic,"Shufi Nagar, Kamptee"
7628156090.0,Arogya Jeevan Clinic,node,21.3281837,79.023026,,,,,Maharastra,Nagpur,441113,,,,clinic,,Patansaongi
7628156096.0,Dr. Masood Hasan Clinic,node,21.2142922,79.1982611,,,,,Maharastra,Nagpur,441002,,,,clinic,clinic,"Husainabad, Kamptee, Opp. Roy Hospital, Nagpur"
7628156098.0,Mayur Clinic,node,21.394009,79.3278458,,,,,Maharastra,Nagpur,441106,,,,clinic,,Ramtek
7628156107.0,Fatema Clinic,node,21.2172071,79.1897102,,,,,Maharastra,Nagpur,441001,,,,clinic,clinic,"Ismail Pura, Kamptee"
7628156109.0,Dr. Sumedh Dhongade Clinic,node,21.2193602,79.0760135,,,,,Maharastra,Nagpur,440026,,,,clinic,,"Smruti Nagar Road, Nagpur"
