Clinic Name,Speciality,City,State,Contact,Opening Hours,Address
Dr. Kulkarni Clinic,,,Maharastra,9337474480,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Madhav Nagar, Bhandara"
Palvi Dental Clinic,,,Maharastra,9760540051,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"MSEB Colony, Bhandara"
Dr. Mukul Gosewade,,,Maharastra,9159046793,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vaishali Nagar, Rukhmini Nagar, Bhandara"
Dr. Girhipunje Dental Clinic,,,Maharastra,9063755182,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"MSEB Colony, Bhandara"
Dr. Satish Ghule Clinic,,,Maharastra,9272817834,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Digras Pusad Road, Pusad, Yavatmal"
Dr. Parate Clinic,,,Maharastra,9692515013,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Nagpur
Shrikrushna Clinic,,,Maharastra,9952170538,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nagpur-Saoner Road, Dahegaon (Rangari)"
Dr. Choubey Clinic,,,Maharastra,9605941441,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"J N Road, Bharat, Swami Vivekanand Nagar, Kanhan"
Atreya Clinic,,,Maharastra,9969904818,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Khairgaon
Chaitanya Clinic,,,Maharastra,9718957432,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Butibori
"Dr. Rajesh Pawde, Pulse Clinic & Hospital",,,Maharastra,9599973363,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Tilak Ward, Ramtek"
Dr. D V Chandak Clinic,,,Maharastra,9800858889,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nagpur, SH-247, Katol Sawargaon Road, Katol"
Simna Clinic,,,Maharastra,9200748049,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shufi Nagar, Kamptee"
Arogya Jeevan Clinic,,,Maharastra,9211945758,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Patansaongi
Dr. Masood Hasan Clinic,,,Maharastra,9225220579,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Husainabad, Kamptee, Opp. Roy Hospital, Nagpur"
Mayur Clinic,,,Maharastra,9541339372,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Ramtek
Fatema Clinic,,,Maharastra,9736512109,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ismail Pura, Kamptee"
Dr. Sumedh Dhongade Clinic,,,Maharastra,9475615258,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Smruti Nagar Road, Nagpur"
Dr. Naqueeb Ahmad,,,Maharastra,9418891918,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Prabuddha Vihar, Kamptee"
Kumbhare Children Hospital & Skin Care Clinic,,,Maharastra,9097783386,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Beside Bus Stand, Bale Layout,Savner Plot No-79, Savner"
Gurukrupa Poly Clinic,,,Maharastra,9911223562,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Nagpur
Nandini Clinic,,,Maharastra,9107006511,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jai Hari, Opp. Munna Garage, Ward No. 2, Chankapur, khaperkheda, Nagpur"
Jamal Clinic,,,Maharastra,9471305365,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Waris Pura, Kamptee"
Dr. Tatwawadi Clinic,,,Maharastra,9284996566,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"JN Road, Mansar, Nagpur"
Dr. Malakar Clinic,,,Maharastra,9854522993,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shivaji Ward, Ramtek"
"Dr. Pawan Bajaj, Vyankatesh Homeopathy Clinic",,,Maharastra,9960663809,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Suvarna Nagaar, Buldana"
Yashshree Clinic,,,Maharastra,9268857154,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dabki Road, Dnyaneshwar Nagar, Ganesh Nagar, Old City, Akola"
Al Hayat Clinic,,,Maharastra,9294284803,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Anjuman Road, Balapur"
Shatayushi Clinic,,,Maharastra,9335143103,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Malkapur
Usha Clinic,,,Maharastra,9270044021,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Waahim Road, Nafees Bagh, Dahigaon Gawande, Akola"
Dr. Subhash Tiwari Clinic,,,Maharastra,9317703388,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kholeshwar, Akola"
Gurukrupa Clinic,,,Maharastra,9085608406,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Main Road, Borgaon Manju"
Shreya Clinic,,,Maharastra,9494031890,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Beside Yamaha showroom, Circular Road, Beside HDFC ATM, Ramnagar, Buldana"
Sparsh Clinic,,,Maharastra,9196582490,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chaitanyawadi, Buldana"
Dr. Ashish Gupta Clinik,,,Maharastra,9692008125,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rajasthan Chowk, Akot"
Dr. Chetan Kukadkar Clinic,,,Maharastra,9557060007,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Fattepurwadi, Vitthal Nagar, Mothi Umri, Akola"
Matoshri Clinic,,,Maharastra,9205985813,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Borgaon Manju
Sarvadnya Clinic,,,Maharastra,9600467941,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Palhade Layout, Vitthal Nagar, Mothi Umri, Akola"
Dr. Vikas Magar's Clinic,,,Maharastra,9273616979,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bus-Stop, Rautwadi, Chikhli"
Spandan Clinic,,,Maharastra,9451970509,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vir Sawarkar Nagar, Mahavir Nagar, Chikhli"
Sirsat Clinic,,,Maharastra,9686643819,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vyanketesh Nagar, Ashtavinayak Nagar, Buldana"
Lavhale Clinic,,,Maharastra,9418029581,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Siddharth Nagar, Mothi Umri, Akola"
Ashirwad Clinic,,,Maharastra,9920694498,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shegaon Paratwada Road, Akot, Akola"
Sarada Clinic,,,Maharastra,9009746335,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dagdi Pul, Shivaji Nagar, Akola"
Wagh Skin Clinic,,,Maharastra,9362261499,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Suvarna Nagaar, Buldana"
Shri Clinic,,,Maharastra,9584349320,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ekata Nagar, Sai Nagar, Buldana"
Shree Ambika Clinic,,,Maharastra,9969689139,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mothi Umri, Akola"
A Y Clinic,,,Maharastra,9817919598,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jafrabad, Akola"
Johar Clinic,,,Maharastra,9819354474,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Indrayani Marg, Panchavati Nagari, Tapadia Nagar, Akola"
Tejasvi Multispaciality Clinic,,,Maharastra,9681980473,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jawaharnagar Road, Shastri Nagar, Akola"
Madhavbaug Clinic,,,Maharastra,9349426469,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gore Apartment, Behind Akashwani Tower, Akola"
Dr. Shobhane Eye Clinic,,,Maharastra,9877859300,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mohite Plot, Choti, Umari"
Sai Homeo Clinic,,,Maharastra,9159396272,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maratha Nagar, Tapadia Nagar, Akola"
Dr. A. R.Kibe Clinic,,,Maharastra,9674949328,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Niranjan Hospital, New Bagwanth Plot, Akola"
Sarvez Clinic,,,Maharastra,9005586314,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ranpise Nagar, Akola"
Dr. Samanpure Clinic,,,Maharastra,9649851490,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"VHB Colony, Malkapur, Akola"
Hiwrale Clinic,,,Maharastra,9242645358,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jawahar Square, Behind Sai Datta Mandir, Akola"
Kediya Skin Care Clinic,,,Maharastra,9888160547,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mahanagar Palika Vyapari Sankul, School No 15 , Ratanlal Plots Square"
Sushrut Clinic,,,Maharastra,9989047082,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jatharpeth Road, Tapadia Nagar, Akola"
Sachidanand Clinic,,,Maharastra,9028106044,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Keshav Nagar, Kaulkhad"
Dr. Shaam Sharma Clinic,,,Maharastra,9806019447,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vidhyanagar, Kirti Nagar, Akola"
Crown Multispeciality Dental Clinic,,,Maharastra,9309342138,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Beside Barajotirling Mandir, Ranpise Nagar, Akola"
Narayan Clinic,,,Maharastra,9690081413,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Beside New Bus Stand, Jain Chamber, Near Rameshwari Hotel, Akola"
Corium Skin Clinic,,,Maharastra,9567847802,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chitnavis Nagar, Byramji Town, Nagpur"
Siddharth Clinic,,,Maharastra,9004560405,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ashok Chowk, Buddha Nagar, Nagpur"
V Care Clinic,,,Maharastra,9003314964,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Godhani Road, Anna Baba Nagar, Zingabai Takli, Nagpur"
Nisar Clinic,,,Maharastra,9930330157,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gandhi Chowk Road, Near Choti Masjid, Sadar, Nagpur"
Sai Clinic,,,Maharastra,9053126103,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Godhani Road, Next to Santosh Kirana, Geeta Nagar, Nagpur"
Jagdish Jawaharani Clinic,,,Maharastra,9747466059,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jaripatka, Nagpur"
Dr. Kapse Clinic,,,Maharastra,9454946957,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nazul Layout Colony, Bezonbagh, Nagpur"
Dr. Jawad E.N.T Clinic,,,Maharastra,9061365597,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1st Floor, Anjuman Complex, Chindwada Road, Opp. Sardar Bus Stand, Nagpur"
ECHS Poly Clinic,,,Maharastra,9764449838,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Footala Lake, Vayusena Nagar, Nagpur"
Dr. Ajay V Kaduskar,,,Maharastra,9016950888,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Indu Bhaskar Apartments, Dr N.B, Khare Marg, Dhantoli, Nagpur"
Mahima Clinic,,,Maharastra,9790696230,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"PK Salve Road, Mohan Nagar, Nagpur"
Dr. Anand Bhutada,,,Maharastra,9176506544,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Main Road, Child Hospital, Sitabuldi, Nagpur"
Dr. Richa's Unique Clinic,,,Maharastra,9177167922,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Wardha Road, Rahate Colony, Dhantoli, Nagpur"
Takade Clinic,,,Maharastra,9889943735,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Empress Mills, Chawl Road, Panchpaoli, Bajaria, Nagpur"
Mata Velankanni Multispeciality Clinic,,,Maharastra,9229133344,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"St. Martin Nagar, Shambhu Nagar, Nagpur"
Dr. P. A Hiwarkar Clinic,,,Maharastra,9403356284,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"New Thaware Colony, Nagpur"
Dr. Firoz Qureshi,,,Maharastra,9981604488,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Anant Nagar, Nagpur"
Wellcure PloyClinic,,,Maharastra,9470167758,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bus Stop, Faras, Koradi Road, New Mankapur, Nagpur"
Ramdev Clinic,,,Maharastra,9998734728,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Panchsheel Nagar, Seminary Hills, Nagpur"
Chandankhede Clinic,,,Maharastra,9460743555,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ashok Colony, Opposite Union Bank of India"
Mangla M Madavi Clinic,,,Maharastra,9399011672,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Padole Nagar, Nagpur"
Shriram Child Clinic,,,Maharastra,9185574632,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Manish Nagar Railway Crossing, Manish Nagar, Nagpur"
Larokar Clinic,,,Maharastra,9453449281,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ekta Nagar, Bhandewadi, Pardi, Nagpur"
Abhinav Clinic,,,Maharastra,9826228474,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vidya Nagar Road, Kharbi, Nagpur"
Kilbil Child Clinic,,,Maharastra,9859137110,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"West High Court Road, Surendra Nagar, Vivekanand Nagar, Nagpur"
Sharma Skin Care Clinic,,,Maharastra,9129051389,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Manish Nagar, Somalwada, Nagpur"
Dr. Minal Giri,ayurveda,,Maharastra,9500359975,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Besa - Manish Nagar Road, Madhuban Layout, Badil Kheda, Nagpur"
Mukhi Skin Clinic,,,Maharastra,9381434920,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Heera Plaza, Central Avenue, Near Telephone Exchange, Mangalwari, Nagpur"
Prasad Hospital,,,Maharastra,9398484616,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dongre Layout, 10, Opp Shradhanandpeth Anathalay, Madhav Nagar, Nagpur"
Dr. Bhupendra Jamaiwar,,,Maharastra,9406686145,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nandanwan Layout, Canal Road, Nandanvan, Nagpur"
Rajat Clinic,,,Maharastra,9175563920,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Somwaripeth, Nagpur"
Ingole Child Care Clinic,,,Maharastra,9711018445,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nandanvan Road, Shiv Nagar, Old Nandanvan, Nagpur"
Dr. Katekar Clinic,,,Maharastra,9059826337,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Binaki, Nagpur"
Dr. Asmita Patil Clinic,,,Maharastra,9058732875,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hingna Road, Awade Nagar, Takli Seem, Nagpur"
Dr. Ankita Giradkar Clinic,,,Maharastra,9447409249,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pawanputra Nagar, Dighori, Nagpur"
Kherde Clinic,,,Maharastra,9068800843,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chandrabhaga Nagar, Near Old Naka, Hudkeshwar Road, Nagpur"
Anu Clinic,,,Maharastra,9180171944,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"M-7/4, Swaraj Nagar, Omkar Nagar, Manewada, Nagpur"
ShubhNetra Eye Clinic,,,Maharastra,9989785526,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Railway Crossing, Manish Nagar, Nagar Vikas Hsg. Soc. Layout, Madhuban Layout, Somalwada, Nagpur"
Prism Eye and Heart Clinic,,,Maharastra,9952884509,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Beside Bank of Baroda, WHC Road, Aath Rasta Square, Laxminagar, Nagpur"
Chauhan Clinic,,,Maharastra,9000407632,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Harpur Nagar, Umred Road, Bada Tajbag Road, Opp Buland Gate, Taj Bagh, Nagpur"
Tawakkal Clinic,,,Maharastra,9738279845,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Suryalaxmi, Pensionpura, Paratwada"
Dr. Chandak's Shriram Eye Clinic,,,Maharastra,9564690382,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gandhi Chowk, Chandur Bazar"
Manwar Dental Clinic,,,Maharastra,9649842223,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sindhi Colony, Hinganghat"
Bardia Clinic,,,Maharastra,9885723384,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kandali Road, Sindhi Camp , Mughalai, Paratwada"
Pranada Clinic,,,Maharastra,9850971552,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Radha Nagar, Dhantoli, Wardha"
Skin and Hair Clinic,,,Maharastra,9986913213,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Wanjari Chowk, Wardha"
Dr. Dabhade Medical Clinic,,,Maharastra,9945060460,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shirala, Amravati"
Dr. Chaudhari's Pandurang Clinic,,,Maharastra,9291926555,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Arvi Naka Bus Stop, Arvi Road, Pipri, Wardha"
Arpan Clinic,,,Maharastra,9505832453,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Prasanta Colony, Morshi"
Dr. Milind Sajjanwar,,,Maharastra,9555682377,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gandhi Nagar, Sudampuri, Wardha"
A R Clinic,,,Maharastra,9832446804,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chawalmandi, Achalpur"
Ayusparsha Clinic,,,Maharastra,9918689583,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Karla Road, Near Vaishnavi Complex, Pipri, Wardha"
Saify Clinic,,,Maharastra,9948769012,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Riddhpur, Chandur Bazar"
Dr. Dharamthok Clinic,,,Maharastra,9644826207,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sai Nagar, Bambedkar Nagar, Arvi"
Radha Clinic,,,Maharastra,9455951399,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Giripeth, Behind Vitthal Rukhmini Sabhagruha, Pipri, Wardha"
Dr. Raul's CureIt Advanced Homoeopathic Clinic,,,Maharastra,9940470792,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Achalpur - Paratwada Connecting Road, Paratwada"
Veeva Skin Clinic,,,Maharastra,9023961106,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Deshmukh Medical, Opposite Meher backery, Ingole Chauk, Wardha"
Mahajan Physiotherapy and Weight Loss Clinic,,,Maharastra,9821898803,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mankar Complex, Behind LIC Office, Warud"
Well Care Clinic,,,Maharastra,9461063192,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Saima Colony, Mughalai, Paratwada"
Biswas Clinic,,,Maharastra,9929053135,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pipal Pura, Medshi, Morshi"
Noor Poly Clinic,,,Maharastra,9237742385,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mominpura, Achalpur"
Dr. Ravi Khajurkar's Omkar Day Care Clinic,,,Maharastra,9334869944,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vidarbha Housing Board Colony, Harde Nagar, Paratwada"
Ubhad Clinic,,,Maharastra,9217143065,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vidarbha Housing Board Colony, Paratwada"
Dr. Umap Clinic,,,Maharastra,9521991112,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gurudeonagar, Mozari"
"Meer Clinic, Ridhpur",,,Maharastra,9765749067,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Ridhapur
Shri Clinic,,,Maharastra,9054570572,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Brahmanwada Thadi
Dhanshree Netralaya Clinic,,,Maharastra,9698449651,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Beside Bankof India, Shani Mandir, Hinganghat"
Malsane Clinic,,,Maharastra,9981012780,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"65, Vidarbha Housing Board Colony, Harde Nagar, Paratwada"
Shadija Clinic,,,Maharastra,9067622116,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Komal Medical, Dayal Nagar, Wardha"
Kitey Clinic,,,Maharastra,9299684007,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mahadevpura, Wardha"
Dr. Agrawal's Advanced Dental Clinic,,,Maharastra,9991594718,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Opposite Hinganghat Sub Post Office, Dag Borkhedi, Hinganghat"
Dr. Lokhande,,,Maharastra,9481809465,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bapujiwadi, Ramnagar, Wardha"
Sai Physiotherapy Clinic,,,Maharastra,9855023577,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maharana Pratap Sankul, Opp. Jain Hospital, Ramnagar, Wardha"
Dr. Paliwal Clinic,,,Maharastra,9865953611,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Talegaon Thakur
Sahara Clinic,,,Maharastra,9777715327,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chota Bazar, Civil Lines, Paratwada"
Madhavbaug Clinic,,,Maharastra,9406427106,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bachelor Road, Gandhi Nagar, Near Sheetal Mangal Karyala, Wardha"
Netrajyoti Eye Clinic,,,Maharastra,9426424226,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bhong Layout Road, Deoli"
Nagalkar Nursing Home and PolyClinic,,,Maharastra,9385936610,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Laxmi Narayan Nagar, Sudarshan Building, Shankar Nagar Road, Amravati"
Sufiyan Clinic,,,Maharastra,9366650554,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Zakir Colony, Amravati"
Dr. Bharsakale Clinic,,,Maharastra,9263936154,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dhanvantari Clinic, Near Gram panchyayat College Road, Asegaon Purna"
Saras Homeopathy Clinic,,,Maharastra,9868269044,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Guruchhaya, Sharda Nagar, Kanwar Nagar, Guruchhaya Colony, Amravati"
Dr. Tapadia Clinic,,,Maharastra,9418930119,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mudholkar Peth, Kanwar Nagar, Guruchhaya Colony, Amravati"
Dr. Avinash Lawhale's Medical Clinic,,,Maharastra,9171271567,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mudholkar Peth, Behind Monalisa Complex, Rajapeth, Amravati"
Dr. Swapnil Ghatol Clinic,,,Maharastra,9907483175,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Padam Saurabh Colony, Om Shivniketan Colony, Sanmati Colony, Amravati"
Dr. Soni's Netranjali Eye & Dental Clinic,,,Maharastra,9223735125,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maharashtra Major State Highway 6, Square Road, Rajapeth, Amravati"
Dr. Bonde's Dental Clinic,,,Maharastra,9501584676,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rathi Nagar, Gade Nagar, Amravati"
Gurukunja Clinic,,,Maharastra,9651453311,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"VMV Road, Near to Madhu Prabha Complex, Gade Nagar, Amravati"
Dr. Prashant Pathak Clinic,,,Maharastra,9065277245,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"MH MSH 6, Patvipura, Amravati"
Madhavbaug Clinic,,,Maharastra,9269725000,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Prashant Nagar Road, Rajendra Colony Road, Rukhmini Nagar, Vivekanand Colony, Amravati"
Asha Clinic,,,Maharastra,9493427629,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rampuri Camp, Amravati"
Umed Child Care Centre,,,Maharastra,9452907627,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shankar Nagar Road, Jayaram Nagar, Gopal Nagar, Amravati"
Shri Multispeciality Clinic,,,Maharastra,9140945103,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Sagar Medical, Frezerpura, Amravati"
Dr. Jawarkar Clinic,,,Maharastra,9663096421,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sharda Nagar, Guruchhaya Colony, Amravati"
Bhutada Physiotherapy Physiofit Clinic,,,Maharastra,9640636337,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Badnera Road, Amba Peth, Amravati"
Mauli Clinic,,,Maharastra,9257435882,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Ashti
Dr. Wagh Hospital,,,Maharastra,9826426094,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rathi Nagar, Gade Nagar, Amravati"
Shivmaya Clinic,,,Maharastra,9786608954,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Yashomangal Colony, Rutuparna, Amravati"
Anjali Clinic,,,Maharastra,9056418525,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bhaji Bazar, Amravati"
Nimbhorkar Homeopathy Clinic,,,Maharastra,9276439065,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Patvipura, Amravati"
Pramanda Clinic,,,Maharastra,9642957187,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Amravati Old Bypass Road, Sanjay Gandhi Nagar, Dastur Nagar, Amravati"
Dr. Kalbande,,,Maharastra,9809444913,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sharda Vihar, Amravati"
City Poly Clinic,,,Maharastra,9637909276,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Balaji Plot, Near Deeparchand, Madhokar Peth, Amravati"
Shelke Clinic,,,Maharastra,9533107210,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Kalamnuri
Sai Shradha Homeopathic Clinic,homeopathy,,Maharastra,9855831025,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Badera Complex, Adarsh College - Akola Bypass Road, ShivChatrapati Colony, Hingoli"
Dr. Jibrail Clinic,,,Maharastra,9172290018,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Washim
